Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,35.880001,36.360001000000004,35.77,36.029999,34.258438,829200
2010-01-05,35.860001000000004,36.5,35.830002,36.330002,34.543682000000004,700000
2010-01-06,36.990002000000004,37.959998999999996,36.580002,36.849998,35.038105,1084300
2010-01-07,36.889998999999996,38.259997999999996,36.75,38.0,36.131569,689300
2010-01-08,37.75,38.139998999999996,37.68,38.139998999999996,36.264675,326300
2010-01-11,38.369999,38.490002000000004,38.099998,38.259997999999996,36.378784,249400
2010-01-12,37.830002,38.509997999999996,37.830002,38.5,36.606978999999995,326500
2010-01-13,38.540001000000004,38.990002000000004,38.130001,38.919998,37.006332,683400
2010-01-14,38.900002,38.959998999999996,38.52,38.689999,36.910927,142500
2010-01-15,39.41,39.41,37.790001000000004,37.990002000000004,36.243118,261700
2010-01-19,37.98,38.380001,37.869999,38.369999,36.605644,250900
2010-01-20,37.93,38.099998,37.389998999999996,37.970001,36.22403,251100
2010-01-21,37.970001,38.169998,37.279999,37.490002000000004,35.766094,372100
2010-01-22,37.380001,37.700001,36.650002,36.84,35.145996000000004,409000
2010-01-25,37.18,37.18,36.48,36.830002,35.136456,282300
2010-01-26,36.59,37.25,36.43,36.470001,34.792999,214300
2010-01-27,36.310001,36.549999,35.880001,36.509997999999996,34.831161,162100
2010-01-28,36.509997999999996,36.509997999999996,35.279999,36.060001,34.401859,229000
2010-01-29,36.139998999999996,36.549999,35.580002,35.779999,34.134739,392600
2010-02-01,36.02,36.619999,35.830002,36.5,34.821625,292800
2010-02-02,36.639998999999996,37.0,36.470001,36.889998999999996,35.193687,281500
2010-02-03,36.669998,37.16,36.48,36.950001,35.250927000000004,202500
2010-02-04,36.619999,36.73,35.369999,35.41,33.781757,222100
2010-02-05,35.380001,35.709998999999996,34.75,35.669998,34.029789,241400
2010-02-08,35.599998,35.950001,35.220001,35.25,33.629108,179500
2010-02-09,35.75,36.209998999999996,34.950001,35.799999,34.15382,338600
2010-02-10,35.540001000000004,35.950001,34.799999,35.869999,34.2206,274300
2010-02-11,35.860001000000004,36.43,35.439999,36.369999,34.69762,244600
2010-02-12,36.040001000000004,36.759997999999996,36.0,36.720001,35.031513000000004,245300
2010-02-16,36.970001,37.169998,36.759997999999996,36.93,35.231857,187200
2010-02-17,37.169998,37.48,36.98,37.470001,35.747013,343300
2010-02-18,37.34,38.470001,37.34,38.389998999999996,36.624728999999995,255100
2010-02-19,38.389998999999996,39.200001,38.34,39.0,37.206672999999995,413200
2010-02-22,39.009997999999996,39.080002,38.68,38.93,37.139889000000004,191000
2010-02-23,38.75,38.75,38.16,38.439999,36.672424,226900
2010-02-24,38.68,39.029999,38.290001000000004,38.830002,37.044498,144200
2010-02-25,38.18,39.299999,38.130001,39.279999,37.473793,194900
2010-02-26,39.279999,39.509997999999996,38.799999,38.98,37.187599,476300
2010-03-01,39.09,39.889998999999996,39.060001,39.48,37.664589,327800
2010-03-02,39.43,40.5,39.41,40.400002,38.542294,489900
2010-03-03,40.400002,41.459998999999996,40.400002,40.849998,38.971603,426300
2010-03-04,40.849998,41.0,40.470001,40.619999,38.752182,141200
2010-03-05,40.900002,41.25,40.900002,41.049999,39.162407,223200
2010-03-08,40.720001,41.139998999999996,40.720001,40.869999,38.990685,223600
